Header,Article,Date
Header,Article,Date
Bolivia severs diplomatic ties with Israel over Gaza warPublished1 November 2023Shareclose panelShare pageCopy linkAbout sharingRelated TopicsIsrael-Gaza war,"Bolivia has become the first Latin American country to cut diplomatic ties with Israel over what it describes as ""aggressive and disproportionate"" military actions in Gaza. The country called for a ceasefire and said it would be supplying the blockaded Gaza Strip with aid. An Israeli official said the move was ""a surrender to terrorism"". Lior Haiat accused the Bolivian government of ""aligning itself with the Hamas terrorist organization"". Bolivia's Deputy Foreign Minister Freddy Mamani said that the government had taken the decision to cut ties ""in repudiation and condemnation of the aggressive and disproportionate Israeli military offensive taking place in the Gaza Strip"". He added that the country wanted an end to Israel's blockade that was preventing ""the entry of food, water and other essential elements for life"". Gaza has been under an Israeli siege for weeks, with essential aid only reaching people through Egypt's Rafah crossing sporadically. ""Israel condemns Bolivia's support of terrorism and its submission to the Iranian regime, which attest to the values the government of Bolivia represents,"" Mr Haiat said in response. Iran has been accused of providing support for Hamas to carry out the 7 October attacks. While Iran's leaders have celebrated and praised the violence, they have denied involvement. Bolivia is not the only Latin American country to have begun taking diplomatic steps against Israel. Chile's President Gabriel Boric said on Tuesday he was recalling the country's ambassador in Tel Aviv for consultations ""given the unacceptable violations of International Humanitarian Law that Israel has incurred in the Gaza Strip."" ""Chile strongly condemns and observes with great concern that these military operations - which at this point in their development entail collective punishment of the Palestinian civilian population in Gaza,"" he wrote on X, formerly Twitter. Colombian President Gustavo Petro made a similar announcement on social media. ""I have decided to call our ambassador in Israel for consultation,"" Mr Petro said, adding that ""if Israel does not stop the massacre of the Palestinian people we cannot be there."" Brazil's President Luiz Inácio Lula da Silva urged a ceasefire. Following reports of a new Israeli air strike in Gaza,Lula said on X: ""We are seeing, for the first time, a war in which the majority of those killed are children... Stop! For the love of God, stop!"" The majority of the 8,500 war deaths reported by the Hamas-run health ministry in Gaza are of adults but they include 3,500 children. Israel has been bombing Gaza since the Hamas attack of 7 October that killed 1,400 people and saw at least 239 people taken hostage. The US said on Tuesday that 66 trucks had been able to deliver aid inside Gaza, but charities warn that it will not be enough. United Nations Relief and Works Agency (Unrwa) commissioner-general, Philippe Lazzarini said that prior to the war, about 500 trucks would enter Gaza each day. Bolivia only restored diplomatic relations with Israel in 2019. It had previously cut ties with the country in 2009 under President Evo Morales, again to protest against Israel's actions in Gaza. On Monday, Bolivia's President Luis Arce described Israel's actions in Gaza as ""war crimes""on Xafter meeting with the Palestinian ambassador to Bolivia, Mahmoud Elalwani.",2023-11-01T09:08:51.000Z
Header,Article,Date
"Israel-Gaza war: 'Dialogue is not easy, but we can't shut the door'Published1 November 2023Shareclose panelShare pageCopy linkAbout sharingRelated TopicsIsrael-Gaza war","The Muslim Jewish Forum of Greater Manchester was set up almost two decades ago, when, as one member puts it, the communities ""had no communication with each other"". Its aim has always been to develop cultural and social ties between the two communities in the region, something it saysthe Israel-Gaza warhas thrown into sharp focus. ""It is not easy for dialogue at the moment, but we can't shut the door on it,"" says Manchester councillor Rabnawaz Akbar, who sits on the forum's executive committee. ""There is anger and frustration because it's not just about the conflict now,"" he says. ""It's about the daily images people are seeing of civilians, children, women, old people. Nobody wants to see that. ""At the end of the day, humanity prevails everything."" Since the conflict began on 7 October, the forum has been calling for all communities ""to act responsibly and to support and protect each other against any form of hatred and provocation"". In a statement, it said people should ""unite in remembering that what we have in common far surpasses the differences in our culture and heritage"". Salford councillor Heather Fletcher, the forum's Jewish co-chairwoman, toldBBC North West Tonightthat ""the way forward is always that people get to know each other [and] become friendly with each other, because it's ignorance that makes people intolerant"". ""Being familiar with people and being friendly with them and learning about each other's cultures makes people understand each other and it's understanding that's the key,"" she said. She said it was important to make sure the message the forum published was acceptable to all communities. ""Just a couple of words out of place can make the whole thing sound different or upset one community or another community,"" she says. David Berkley KC, a member of the forum's executive committee, said he had said to his friends from both faiths that ""were it not for that unequivocal statement from the forum, I certainly wouldn't be sitting at this table today"". He said the group was about ""identifying those things we have in common and those things upon which we disagree"". ""One of the things that I think has made it possible to have an impact is our willingness to acknowledge that there was these issues, which we cannot ignore,"" he added. ""We have identified these issues and been willing to have an open and honest discussion about the things that matter to us."" Mohammed Amin, the forum's Muslim co-chairman, said since it was launched almost two decades ago, he had noticed a ""change in atmosphere as a consequence of our activities"". ""I didn't have any social contact with Jewish people as an adult,"" he said. ""In 50 years, I had never set foot inside a synagogue and helping to set up the forum has transformed my life in terms of expanding my understanding. ""As far as Manchester is concerned, we made it much more normal for Muslims and Jews to do things together."" Why not follow BBC North West onFacebook,XandInstagram? You can also send story ideas tonorthwest.newsonline@bbc.co.uk",2023-11-01T06:22:08.000Z
Header,Article,Date
Strikes on south Gaza: BBC verifies attacks in areas of ‘safety’Published1 November 2023Shareclose panelShare pageCopy linkAbout sharingRelated TopicsIsrael-Gaza war,"Since the Israeli military issued the first of several instructions for civilians to evacuate north Gaza, hundreds of thousands of Gazans have moved to the south of the strip. But the south has continued to come under Israeli bombardment, leading the UN and other aid organisations to warn that nowhere in Gaza is safe for civilians. To better understand the risk to civilians in south Gaza, BBC Verify has identified and analysed four specific instances of strikes in that region. We also looked at some of the warnings and evacuation instructions that were issued to Gazan civilians, including some advising them to move to certain areas in the south. Some of these warnings were accompanied by maps with arrows pointing to vaguely defined areas to move towards. Three strikes we examined hit within, or close to, those areas in the days after the warnings were issued. The IDF has said that it communicates with Gaza's residents in a variety of ways, including leaflet drops, social media posts in Arabic, and warnings issued through civilian and international organisations. In this piece we have examined the IDF's instructions posted on social media. The IDF said on 10 October that overnight its fighter jets had struck more than 200 targets in Rimal in the north, and Khan Younis in the south. The BBC has examined a strike on that day in central Khan Younis to understand the location and the scale of the damage. Video footage published in the aftermath of the attack shows rubble and collapsed buildings in the city centre. We have verified its location using visual clues such as the minaret of the Grand Mosque in Khan Younis. We have also examined photos showing destroyed buildings, and people picking through what remains of cars and homes. We know the photos show the same location as that seen in the video because the same pharmacy sign can be seen in both. We also used reverse image search to check that the photos were not from an earlier incident. On the morning of 8 October, IDF spokesperson Avichay Adraehad posted a warning on X(formerly known as Twitter) in Arabic, giving instructions to residents of various areas in Gaza to leave their homes and move elsewhere for their safety. While evacuation zones have often been clearly delineated, the destinations residents have been told to head to have often been much more vague. In this instance, those living in the neighbourhoods of Abasan al-Kabira and Abasan al-Saghira, a few kilometres south-east of central Khan Younis, were told in the 8 October tweet to go to ""Khan Younis city centre."" The map included in the tweeted video for those living in the two neighbourhoods highlights their current residencies, and is labelled with an arrow simply pointing in the direction of Khan Younis. We cannot discount the possibility that there were then subsequent different instructions, but the BBC has not found any evidence of this. The BBC has verified that there was another strike the next day, further south near the border with Egypt. This 11 October strike hit Nejmeh Square in the centre of Rafah. The BBC looked at a video posted to social media showing destruction in the strike's aftermath. Using available images of the square before the attack, we were able to identify the shape of the buildings as that of Nejmeh square. The warning, issued on 8 Octoberby the IDF, also contained an instruction for residents of Rafah, telling them to immediately go to the shelter in Rafah city centre ""for your safety"". The map in the video for those living in the Rafah neighbourhoods contains an arrow directing residents towards ""Rafah"". The BBC analysed all of the IDF social media warning posts in Arabic it is aware of in this time period. It has not been able to find evidence of any subsequent different instructions, but that does not eliminate the possibility that others were issued. Eight days on, back in Khan Younis, there was another strike - on Gamal Abdel Nasser Street. We verified this by looking at videos of the collapsed buildings in one of the city's main thoroughfares. By matching the shape of the buildings in the video, with those in other still images of the same location, we were able to verify this was the same place. Additional footage from the aftermath shows bodies of the dead and injured being pulled out of rubble and taken to nearby Nasser hospital. TheIDF had issued a warningon 16 October for residents of Gaza City to move south to Khan Younis if ""your safety and the safety of your loved ones are important to you"". Again, there is a possibility that there were further instructions that were different, but we have not found any evidence of this. Further north, in central Gaza, there are four refugee camps. The BBC has verified strikes on two of them. Social media footage of the aftermath of a strike on al-Bureij camp on 17 October shows extensive rubble, flames, and bloodied bodies being carried out of the damage. We have verified the footage by matching up buildings in this footage with photos by news agencies of the aftermath. We also verified the footage location using a mosque that was visible. Another camp nearby, al-Nuseirat, was struck the next day, on 18 October. We have verified social media footage of the aftermath, which shows ambulances, detritus, people trying to douse flames and a destroyed bakery. We located it by matching the shop names that can be seen in the video with those seen in photos published before the strike took place. Despite theearlier 8 October warning instructing residentsof the eastern and southern Maghazi area to go to camps in central Gaza, there do not appear to be any camps in the location specified on the tweet's map. We have however identified three camps nearby: al-Nuseirat and al-Bureij, hit by the strikes on the 17 and 18 October, and another camp called Deir al-Balah. We cannot discount the possibility that there were then subsequent different instructions, but the BBC has not found any evidence of this. The aftermath of another strike in al-Nuseirat camp, on 25 October, was shown on the news outlet Al Jazeera. Footage posted online shows its chief Gaza correspondent Wael al-Dahdouh in tears in hospital, holding the body of his seven-year-old daughter and kneeling over the body of his teenage son. His wife was also killed. ""There is no safe place in Gaza at all,"" he said in anEnglish translation of an interview with Al Jazeera. He said that his family had moved from the north following Israel's warning to residents to move south for their safety. The BBC provided specific locations and dates to the IDF for each of the strikes highlighted in the article. We asked if these locations had been struck by IDF forces and whether warnings had been given prior to these attacks. In its response the IDF said it ""cannot provide any further information regarding these specific locations"". It said that it had ""called on civilians in Gaza to move south for their safety but will continue striking terrorist targets in all parts of Gaza"". It added: ""In accordance with international law, the IDF takes precautionary measures in order to avoid damage to the civilian population. These measures include warnings before strikes in cases where it is possible to do so."" Sign up for our morning newsletterand get BBC News in your inbox.",2023-11-01T00:21:19.000Z
Header,Article,Date
What China wants from Israel-Hamas warPublished1 November 2023Shareclose panelShare pageCopy linkAbout sharingRelated TopicsIsrael-Gaza war,"As the conflict between Israel and Hamas intensifies, an unlikely development has emerged - China playing the part of peace broker. But there are limits to what it can achieve. China's top diplomat, Wang Yi, discussed the conflict with officials in Washington at the weekend amid fears of a bigger regional war. The US has pledged it would work with China on trying to find a resolution. Mr Wang has also spoken to his Israeli and Palestinian counterparts after China's Middle East special envoy Zhai Jun flew to the region to meet Arab leaders. It has also been one of the most vocal proponents of a ceasefire in UN meetings. There are hopes China could tap into its close relationship with Iran, which backs Hamas in Gaza and Hezbollah in Lebanon, to de-escalate the situation. US officials apparently pressed Mr Wang to ""urge calm"" with the Iranians, reported the Financial Times. China is Iran's biggest trade partner, and earlier this year Beijing brokered a rare détente between Iran and Saudi Arabia. Tehran says it ""stands ready to strengthen communication with China"" on resolving the situation in Gaza. As the Chinese government has had a relatively balanced relationship with all actors in the conflict, they could be perceived as an honest broker, said Dawn Murphy, an associate professor who studies Chinese foreign policy at the National War College under the US Department of Defense. In particular, China has positive relations with the Palestinians, Arabs, Turkey and Iran, she said. ""Together with the US which has good relations with Israel, they could bring all of the players to the table."" But other observers point out that China remains a minor player in Middle East politics. ""China is not a serious actor on this issue. Talking to people around the region, nobody expects China to contribute to the solution,"" said Jonathan Fulton, a non-resident senior fellow with the Atlantic Council who specialises in China's relations with the Middle East. China'sfirst statement on the conflictangered Israel which expressed ""deep disappointment"" that China did not condemn Hamas nor mention Israel's right to defend itself. Hamas gunmen launched an unprecedented assault on Israel from the Gaza Strip on 7 October, killing more than 1,400 people and taking at least 239 hostages. Since then, Israel has been carrying out retaliatory strikes on Gaza, in which more than 8,000 people have been killed, according to the Hamas-run health ministry. Israel has now also sent troops and tanks into the territory. After the furore over its first statement, Mr Wang later told Israel that ""all countries have the right to self-defence"" - but he also said elsewhere that Israel's actions have gone ""beyond the scope of self-defence"". China faces a difficult balancing act because it has long openly sympathised with the Palestinian cause. It stretches back to Chinese Communist Party founder Mao Zedong, who sent weapons to Palestinians in support for so-called ""national liberation"" movements around the world. Mao even compared Israel to Taiwan - both backed by the US - as bases of Western imperialism. In later decades China opened up economically and normalised relations with Israel, with whom it now has a billion-dollar trade relationship. But China has made it clear it continues to support the Palestinians. In their remarks on the latest conflict, Chinese officials and even President Xi Jinping have stressed the need for an independent Palestinian state. One side effect is an uptick in antisemitism online, fanned by nationalist bloggers. Some on Chinese social media have equated Israel's actions to Nazism by accusing them of carrying out a genocide on Palestinians, prompting a rebuke from the German embassy in Beijing. The stabbing of a family member of an Israeli embassy employee in Beijing has also added to the unease. All this may not be a good look for China when it's trying to engage the Israeli government. Given the uncertainties, why is China getting involved? One reason is its economic interests in the Middle East, which would be endangered if the conflict widens. Beijing is now heavily dependent on foreign imports for oil, and analysts estimate about half of that comes from the Gulf. Middle Eastern countries have increasingly become important players in China's Belt and Road Initiative (BRI), a cornerstone of its foreign and economic policy. But another reason is the conflict presents a golden opportunity for Beijing to burnish its reputation. China believes that ""standing up for the Palestinians resonates with Arab countries, Muslim-majority countries and large portions of the Global South"", pointed out Dr Murphy. The war has erupted at a time when China is presenting itself as a better suitor for the world than the US. Since the start of the year, it has promoted a vision of a Chinese-led world order while criticising what it sees as the failures of US ""hegemonic"" leadership. Officially, China has refrained from attacking the US for its support of Israel. But at the same time state media is ""ginning up the nationalist response… tying what's happening in the Middle East with the US support of Israel,"" noted Dr Murphy. Chinese military newspaper PLA Daily accused the US of ""adding fuel to the fire"" - the same rhetoric Beijing has used to criticise Washington for helping Kyiv in the Ukraine war. The state-run, English language newspaperThe Global Times published a cartoonof Uncle Sam with bloodstained hands. One view among observers is that Beijing is contrasting its position against the US so it can lower its Western rival's global standing. But by not explicitly condemning Hamas, China also risks undermining its own position. There are challenges China faces in its long-term ambitions. One is how it can square its diplomatic position with its own track record. While it expresses solidarity with Muslim-majority nations and opposes Israel's occupation of Palestinian territories, Beijing remains accused of committing rights abuses and genocide of the Uyghur Muslim minority, as well as forced assimilation in Tibet. Observers say that this would probably not be an issue for the Arab world, given the strong relations China has built with them. The bigger problem is Beijing risks being seen as superficial in its engagement, or even worse, capitalising on the Israel-Hamas conflict to advance its own interests. China assumes that ""by saying you support Palestine you'll score points with Arab countries, and that is a cookie-cutter approach,"" said Dr Fulton, noting there is not some unified voice among Arab states on the highly divisive issue. Mr Wang has claimed China only seeks peace for the Middle East and has ""no selfish interests on the Palestinian question"". The challenge will be to convince the world this is true. Additional reporting by BBC Monitoring.",2023-11-01T00:07:50.000Z
Header,Article,Date
FBI director warns antisemitism in US reaching 'historic levels'Published31 October 2023Shareclose panelShare pageCopy linkAbout sharingRelated TopicsIsrael-Gaza war,"Antisemitism in the US is reaching ""historic levels"" in the wake of violence in Israel and Gaza, FBI Director Christopher Wray has warned. Speaking to a senate panel on Tuesday, Mr Wray said 60% of all religious-based hate crimes targeted Jewish people. He added that the figure had likely increased amid anger caused by the ongoing violence in Gaza. Other countries, including the UK and France, have also warned of a recent major uptick in antisemitic incidents. ""This is a threat that is reaching, in some way, sort of historic levels,"" Mr Wray told the Senate Homeland Security and Governmental Affairs Committee. He added that although Jews make up only about 2.4% of the US public, they account for about 60% of all religious-based hate crimes. ""The Jewish community is targeted by terrorists really across the spectrum,"" he testified. ""This is not a time for panic, but it is a time for vigilance,"" Mr Wray continued. ""We shouldn't stop conducting our daily lives - going to schools, houses of worship, and so forth - but we should be vigilant."" Officials across the US and in other countries have noted a major increase in threats to Jewish people. On Tuesday, New York officials questioned a person after threats were made against Jewish pupils at Cornell University. On Monday, the Biden administration announced that it was working to combat antisemitism and other hate speech on campuses by increasing communications with local, state and federal authorities. Offering examples of the threat faced by the Jewish community, Mr Wray cited a man who was arrested in Texas last week for trying to build a bomb and posting about his support for killing Jews, and another man who was arrested in Illinois for killing a six-year-old Muslim boy. The security chief was appearing before the senate alongside Homeland Security Secretary Alejandro Mayorkas, where the pair offered an analysis of the threat facing the US as the conflict continues. Mr Wray said that the terror threat to Americans has been ""elevated throughout 2023"", but has risen again ""to a whole other level,"" after the 7 October Hamas attack. He added that he was concerned that extremists will ""draw inspiration"" from the Hamas attack on 7 October. ""The actions of Hamas and its allies will serve as an inspiration the likes of which we haven't seen since ISIS launched its so-called caliphate years ago,"" he warned senators.",2023-10-31T23:25:22.000Z
Header,Article,Date
"In Kibbutz Be'eri, a broken promise to keep Israelis safePublished31 October 2023Shareclose panelShare pageCopy linkAbout sharingRelated TopicsIsrael-Gaza war","Kibbutz Be'eri - three miles from Gaza - never felt like the frontline of a conflict. It looks like one now. Its empty streets are a canvas of rage. In the house where seven members of Gilad Korngold's family were taken hostage by Hamas, it's hard to find any sign or scrap of family life. Machine-gun fire has gouged holes across the walls; rooms are collapsed and gutted by fire; bullets have made lacework of the metal doors. ""Look at this!"" Gilad cries, holding back tears, as we walk inside. ""How they hate us."" The safe-room door held fast against the bullets, but the steel shutters outside were blown open, and his family has gone. Among them are his son Tal, daughter-in-law Adi, his eight-year-old grandson Naveh and three-year-old granddaughter Yahel. It's the first time he's seen the house, which belongs to Adi's parents, since the attack. ""It'll take generations to rebuild [the kibbutz], if they build a new one,"" he told me. ""I think a lot of people will not return."" What was broken here was not just the houses, but the promise Israel made to its people that it could keep them safe, even three miles from a territory run by a group committed to Israel's destruction. ""It was an illusion,"" said Gilad. ""For 25 years, a long illusion. This is what everybody thought: we were safe here, we were strong. But after this happened, I hope somebody will wake up and start another strategy."" Standing in the empty house, the twin pressures on Israel's Prime Minister Benjamin Netanyahu are clear. Both Mr Netanyahu and his armed forces have a tough task ahead to rebuild trust in Israel's ability to protect its people. At the same time, public pressure is growing on the government to secure the return of more than 200 hostages held in Gaza, including Gilad's son, daughter-in-law, and two grandchildren. With backroom negotiations reportedly continuing, Hamas has suggested it could release the hostages in return for all Palestinian prisoners held in Israel's jails. Many relatives, including Gilad, say that Israel should do whatever it takes. But the man Israel holds responsible for this attack - the Hamas leader in Gaza, Yahya Sinwar - was himself released in a prisoner exchange deal 12 years ago. Mr Netanyahu faces a difficult decision: whether or not to gamble with the country's future security in order to get the hostages out now. He has already facedchallenging conversations with the families of some hostagesover Israel's intense bombardment of Gaza, insisting that there is no conflict between the government's two priorities of destroying Hamas and protecting the hostages. ""The key is the degree of pressure,"" he told the families last week. ""The greater the pressure, the greater the chances."" But many families need convincing. Gilad said he and his family had sat up all night last week when Israel escalated its air strikes on Gaza, watching for any news of the hostages there.  It was ""a terrible night"", he said. Public attitudes seem to be shifting behind the hostage families. More people are joining the rallies organised by them after a widespread media campaign. And a poll by a major Israeli paper just before the ground invasion of Gaza suggested that less than a third of people supported it, down from more than two-thirds a week before. During that time, Hamas released four hostages, drip-feeding them out two by two. The unspoken message planted in many minds here was that there could be more. But early indications suggest that public opinion on whether to release Palestinian prisoners in exchange is deeply divided. The government's war aims have sparked a startling national unity over the past few weeks. Could the methods used to achieve them prove more divisive? At the families' memorial site in Tel Aviv, a new clock is ticking up the hours of the hostages' captivity. Its bright digits tick on through daytime speeches and candlelit vigils relentlessly. Around it, posters of those taken hostage by Hamas paper every wall - frozen, along with their families, in the final messages or moments from three weeks ago. Meanwhile, Israel has changed irrevocably. In Be'eri, the sounds of Israel's continued bombardment of Gaza land in the empty streets every minute or two. Cradled in the ashy scraps of garden, Gilad spots his grandson's football - preserved untouched beneath a layer of gritty soot. The buried treasure of an earlier life.",2023-10-31T22:10:55.000Z
Header,Article,Date
Whitehall protest women bailed on suspicion of supporting terrorismPublished31 October 2023Shareclose panelShare pageCopy linkAbout sharingRelated TopicsIsrael-Gaza war,"Two women arrested by the Met Police on suspicion of supporting terrorism have been released on bail. They were held after the force shared pictures of protesters with images of paragliders at a pro-Palestine rally in Whitehall on 14 October. Two women, aged 29 and 44, came forward after recognising themselves. They were arrested on suspicion of inviting support for a proscribed organisation and have been released on bail until November. Hamas, which is classed as a terrorist organisation in the UK, used paragliders as part of its attack on Israel on 7 October which left more than 1,000 Israelis dead. Police are still looking for a third woman seen with the image of a paraglider on her top. They are also seeking a man seen waving a placard with the words ""I fully support Hamas"" during a protest on Bond Street on 21 October. Listen to the best of BBC Radio London onSoundsand follow BBC London onFacebook,XandInstagram. Send your story ideas tohello.bbclondon@bbc.co.uk",2023-10-31T22:08:48.000Z
Header,Article,Date
Jabalia: Israel air strike reportedly kills dozens at Gaza refugee campPublished31 October 2023Shareclose panelShare pageCopy linkAbout sharingRelated TopicsIsrael-Gaza war,"An Israeli air strike is reported to have killed dozens of people at Jabalia refugee camp in northern Gaza. Gaza's Hamas-run health ministry said 50 people were killed and 150 wounded. But a nearby hospital said it received 400 casualties, including 120 dead. Pictures showed several large craters, surrounded by shattered buildings. The Israeli military said the strike killed a senior Hamas commander and ""underground terror infrastructure"" beneath buildings collapsed afterwards. It added that a ""large number of terrorists"" from Hamas's Central Jabalia Battalion who had been with the commander at the time were also killed. Israeli tanks and troops, meanwhile, continued to advance towards some of northern Gaza's most populated areas, including Jabalia. Israel has said it is the ""second phase"" of its war to eliminate Hamas, which began after an unprecedented cross-border attack by gunmen from Gaza on 7 October in which 1,400 people were killed and another 240 taken hostage. Gaza's health ministry says more than 8,500 people have been killed in the territory since then, while supplies of food, water, fuel and medicine for its 2.2 million residents are dangerously low because of a siege imposed by Israel. Tuesday's air strike in Jabalia caused a huge explosion that destroyed several residential buildings in the centre of the refugee camp, where before the war 116,000 people were living in an area of just 1.4 sq km (0.5 sq miles). Jabalia resident Ragheb Aqal said it had felt like there was ""an earthquake"". ""I went and saw the destruction... homes buried under the rubble and body parts and martyrs and wounded in huge numbers,"" he told AFP news agency. Video footage and photos showed hundreds of people searching the wreckage afterwards. ""We're filling bags with children,"" cried one man, holding up a small white cloth bag covered in blood. AFP reported that its video footage from the scene showed at least 47 bodies being pulled from the rubble. A long line of body bags were laid outside the Indonesian Hospital, in nearby Beit Lahia. Its surgical director told the BBC's International editor Jeremy Bowen that it received 400 casualties, including 120 dead, and that the majority were children and women. Dr Mohamed el-Ron also said there were severely wounded people needing complex surgery who had to be transferred ""under fire"" to Al-Shifa Hospital in Gaza City. Médecins Sans Frontières quoted one of its nurses at Al-Shifa, Mohammed Hawajreh, as saying: ""Young children arrived at the hospital with deep wounds and severe burns. They came without their families. Many were screaming and asking for their parents."" Later, the Israel Defense Forces (IDF) said it had a carried out a ""wide-scale strike on terrorists and terror infrastructure belonging to the Central Jabaliya Battalion"" and killed its commander, Ibrahim Biari. ""The strike damaged Hamas's command and control in the area, as well as its ability to direct military activity against IDF soldiers operating throughout the Gaza Strip,"" it added. ""A large number of terrorists who were with Biari were killed. Underground terror infrastructure embedded beneath the buildings, used by the terrorists, also collapsed after the strike."" IDF spokesman Rear Adm Daniel Hagari did not directly address the reported civilian casualties at a briefing, but he said: ""The Hamas terrorists continue to use civilian population as protective armour. This is intentional and devastatingly barbaric."" A Hamas spokesman was quoted by Al Arabiya TV as denying that a commander had been in Jabalia, accusing the IDF of ""false and unfounded talk"" intended to ""justify its heinous crime"". The IDF also said that its ground forces had killed about 50 Hamas fighters during an operation to secure a military stronghold in western Jabalia that served as a training centre for the 7 October attack and contained tunnels used as a passageway to the Mediterranean coast. Two Israeli soldiers were killed during the battle, according to Adm Hagari. Hamas's military wing said its fighters had hit four Israeli military vehicles within southern Gaza, fired at tanks and bulldozers in north-west Gaza, and ambushed an Israeli unit in the north-east. Hamas and other Palestinian groups also continued to fire rockets into Israel. Four people in the coastal city of Ashdod were wounded in two attacks. Following Tuesday's strike in Jabalia, Adm Hagari once again called on all civilians in the camp and elsewhere in northern Gaza to move to areas south of the Wadi Gaza river for their own safety. Hundreds of thousands of people have not heeded the order, which the IDF first issued on 13 October. The UN says about 117,000 displaced civilians are staying in 13 hospitals across the north, along with thousands of patients and medical staff. Many others are sheltering in UN facilities, schools and other public buildings. On Tuesday, the World Health Organization said it was extremely concerned by reports of air strikes in the vicinity of the Turkish-Palestinian Friendship Hospital over the last two days. The hospital, which is located south of Gaza City, is the main cancer centre in the Gaza Strip. The BBC verified a video circulated on social media on Monday in which smoke can be seen outside the hospital and an explosion can be heard. The Israeli military told the BBC that it had not stuck the hospital, but it did not deny that there may have been strikes in the area. Dr Richard Brennan, the WHO's regional emergency director, also warned that the wider health situation in Gaza was ""essentially catastrophic"", with 8,525 deaths from trauma reported by the health ministry, over a third of hospitals not functioning, and the rest overwhelmed by patients. ""Anaesthetics and painkillers are running short, so doctors are doing procedures without the right medicine and equipment, and patients are suffering incredible because of that,"" he told the BBC. Dr Brennan also said the UN had already started to see infectious diseases such as diarrhoea and respiratory infections among the 1.4 million displaced people living in overcrowded and unsanitary conditions. The US said on Monday night that it was confident there would be an increase in humanitarian aid entering southern Gaza via Egypt's Rafah border crossing in the coming days. In recent days, there has been a small rise in the deliveries of food, water and medicine being allowed in, but UN agencies said the promised 100 lorryloads a day were a fraction of what was needed. Israel is not permitting deliveries of fuel - crucial to run hospitals and bakeries, and for purifying and pumping water - because it says it could be used by Hamas for military purposes. The BBC's Rushdi Abualouf said he saw hundreds of people queuing for a small bottle of clean drinking water from a UN tanker outside a hospital in the southern city of Khan Younis on Tuesday. A father who had to queue for six hours to get five Arabic flatbreads to feed his family told him: ""This is not enough.""",2023-10-31T22:06:34.000Z
Header,Article,Date
Israel Gaza: Father loses 11 family members in one blastPublished31 October 2023Shareclose panelShare pageCopy linkAbout sharingRelated TopicsIsrael-Gaza war,"There is no mistaking what he sees as he climbs across the rubble. The fabric lies bright against the grey rubble. Khalil Khader picks up the dusty and tattered child's pyjamas and is instantly overtaken by memories. The toddler in her pyjamas. Rosa, his daughter, 18 months old, the baby of the family. Khalil shows a video on his phone. Rosa wears the same blue nightwear and is holding the hands of two older cousins. The three of them dance in a circle. The video was filmed in slow motion, so it seems as if the children are swaying in a gentle breeze. They are smiling. It is playtime and their lives have not yet been overtaken by war. Khalil is a quiet spoken man, aged 36, a computer engineer at Al-Najjar hospital in Rafah, and the father of four young children: Ibrahim, aged nine; Amal, aged five; Kinan, two-and-a-half, and Rosa the last born. Khalil steps carefully across the rubble. The house is only a few minutes walk from the hospital. There is now a mound of masonry and metal, household objects and some children's toys. A small drum. A toy piano. On the night the missile struck - October 20 - Khalil was working at the hospital. ""A massive bomb exploded,"" he told one of my BBC colleagues who went with him to the scene of the attack. ""My neighbours were coming to the hospital. So I asked, 'Where was the bombing?' And they told me, 'It was around your house.' I had to run to the location to check on the family. I tried calling but no one was answering. And as you can see… the whole house was bombed."" Eleven members of his family were killed. They included his four children, his two sisters, his 70-year-old father, his brother and his sister-in-law, and their two daughters. They were wrapped in white shrouds in a courtyard of the hospital. His wife was badly wounded. She is being treated for burns and other injuries sustained when the house collapsed. Khalil had known war before in Gaza. The small strip of land - with a total land area of just 141 sq miles (365 sq km) - has seen relentless conflict over decades. Such was the legacy of conflict that he worried about raising a family there. ""I remember in the 2014 war, my wife was pregnant,"" he recalls, ""and our neighbours were bombed. She was in her seventh month and almost fell down the stairs from the blast. And I was thinking, how can I bring children into this life?"" But he imagined that a better life might be possible for them. ""I had a dream for each of my kids. Ibrahim was first in his school and I dreamed about seeing him as a doctor one day. Amal was very creative, she loved drawing. And she used to show me her drawings, and sometimes I would draw with her. ""Kinan was very playful - everyone loved him. And he used to take care of his little sister. He was always there to protect Rosa, and would say, 'Don't touch her, she's my baby!' And now they are all gone."" Khalil is still searching for the body of his sister under the rubble. And he must support his wife in hospital. His children are gone. But as he shows one photograph after another of Ibrahim, Amal, Kenin and Rosa, there is a tenderness in his eyes. He will always be their father. Additional reporting by Mahmoud Bassam in Gaza, and Hanin Abdeen, Alice Doyard, Morgan Gisholt Minard, and John Landy in Jerusalem",2023-10-31T21:02:57.000Z
Header,Article,Date
