Country,News Publisher,Country Stance,Headline,Date,Headline Stance,Explanation,,,,
US,CNN,Pro Israel,US intelligence currently assesses Iran and its proxies are seeking to avoid a wider war with Israel,"Nov 2, 2023",,,,,,
US,CNN,Pro Israel,His plans for postwar Iraq were ignored. Now this former State Dept. official is worried for Gaza,"Nov 2, 2023",,,,,,
US,CNN,Pro Israel,News outlets take a more critical stance towards Israel Defense Forces as civilian deaths mount in Gaza,"Nov 2, 2023",,,,,,
US,CNN,Pro Israel,Israel's advance inside Gaza,"Nov 2, 2023",,,,,,
US,CNN,Pro Israel,Americans trapped in Gaza,"Nov 2, 2023",,,,,,
US,CNN,Pro Israel,How the tiny Arab state of Qatar became indispensable in talks with Hamas,"Nov 2, 2023",,,,,,
US,CNN,Pro Israel,"5 things to know for Nov. 2: Israel, Trump family, Economy, France power outages, World Series","Nov 2, 2023",,,,,,
US,CNN,Pro Israel,Video shows chaos and horror following Israel's latest airstrike on refugee camp in Gaza,"Nov 2, 2023",,,,,,
US,CNN,Pro Israel,How college students are handling Israel-Gaza tension on campus,"Nov 2, 2023",,,,,,
US,CNN,Pro Israel,Military challenges for Israel in its offensive against Hamas,"Nov 2, 2023",,,,,,
US,CNN,Pro Israel,Military challenges for Israel in its offensive against Hamas,"Nov 2, 2023",,,,,,
US,CNN,Pro Israel,Medical workers in Gaza say the injured aren't able to get proper care,"Nov 2, 2023",,,,,,
US,CNN,Pro Israel,Opinion: This moment in history has created a perfect storm for antisemitism,"Nov 2, 2023",,,,,,
US,CNN,Pro Israel,"What is the Rafah crossing, Gazans last hope to escape the war, and how does it work?","Nov 2, 2023",,,,,,
US,CNN,Pro Israel,Gaza population being dehumanized UN agency warns as Netanyahu rejects ceasefire calls,"Nov 2, 2023",,,,,,
US,CNN,Pro Israel,"Gaza hospitals dealing with ""dire crisis""","Nov 2, 2023",,,,,,
US,CNN,Pro Israel,Hundreds of foreign nationals allowed out of Gaza,"Nov 2, 2023",,,,,,
US,CNN,Pro Israel,Muslim leaders have a message for President Biden on Israel,"Nov 2, 2023",,,,,,
US,CNN,Pro Israel,"November 1, 2023 Israel-Hamas war news","Nov 2, 2023",,,,,,
US,CNN,Pro Israel,Opinion: Theres a smarter way to eliminate Hamas,"Nov 2, 2023",,,,,,
US,CNN,Pro Israel,Opinion: I thought Id be safe from antisemitism at my college. I was wrong,"Nov 2, 2023",,,,,,
US,CNN,Pro Israel,Democrats big tent includes most Jewish and Muslim Americans,"Nov 2, 2023",,,,,,
US,CNN,Pro Israel,Catastrophic damage after second Israeli airstrike hits Gaza refugee camp,"Nov 2, 2023",,,,,,
US,CNN,Pro Israel,Biden facing tough questions over Israels strikes on civilians,"Nov 2, 2023",,,,,,
US,CNN,Pro Israel,House tables resolution to censure Tlaib over Israel comments,"Nov 2, 2023",,,,,,
US,CNN,Pro Israel,CNN anchor asks IDF spokesman where Palestinians were supposed to go after airstrike. Hear his response,"Nov 2, 2023",,,,,,
US,CNN,Pro Israel,Israels ground operation in Gaza is underway. Heres what we know about the militarys movements,"Nov 1, 2023",,,,,,
US,CNN,Pro Israel,Foreign nationals and injured Palestinians allowed to flee Gaza for first time since Israel-Hamas war began,"Nov 1, 2023",,,,,,
US,CNN,Pro Israel,Graphic images show challenge of identifying Hamas attack victims,"Nov 1, 2023",,,,,,
US,CNN,Pro Israel,"Saudi Defense Minister visits Washington, DC amid Israel-Hamas war","Nov 1, 2023",,,,,,
US,CNN,Pro Israel,Netanyahu adviser addresses civilian casualties after strike on Jabalya camp,"Nov 1, 2023",,,,,,
US,CNN,Pro Israel,Corpses line street in Gaza following airstrike,"Nov 1, 2023",,,,,,
US,CNN,Pro Israel,Foreign nationals and injured Palestinians begin leaving Gaza,"Nov 1, 2023",,,,,,
US,CNN,Pro Israel,"Post-war planning for Gaza ""way behind,"" says former U.S. State Dept. Official","Nov 1, 2023",,,,,,
US,CNN,Pro Israel,Harrowing scenes from Tuesday's Israeli strike on Gaza refugee camp,"Nov 1, 2023",,,,,,
US,CNN,Pro Israel,CNN speaks with sister of hostage held by Hamas,"Nov 1, 2023",,,,,,
US,CNN,Pro Israel,'Nobody can win a war like this': Jewish student reflects on Israeli-Hamas war,"Nov 1, 2023",,,,,,
US,CNN,Pro Israel,"UNRWA's Commissioner-General enters Gaza for the first time since the war began, to see conditions on the ground","Nov 1, 2023",,,,,,
US,CNN,Pro Israel,Drone attack on coalition base in Syria results in minor injury to service member from US partner force,"Nov 1, 2023",,,,,,
US,CNN,Pro Israel,'You decided to still drop a bomb': Wolf Blitzer presses IDF spokesman on Israeli airstrike on refugee camp,"Nov 1, 2023",,,,,,
US,CNN,Pro Israel,Antisemitic vandalism rattles Jewish communities amid growing tension in the US,"Nov 1, 2023",,,,,,
US,CNN,Pro Israel,Senate GOP split on whether to endorse Houses plan to pass Israel aid separately,"Nov 1, 2023",,,,,,
US,CNN,Pro Israel,Gen. David Petraeus and historian Andrew Roberts: The huge challenge facing Israel,"Nov 1, 2023",,,,,,
US,CNN,Pro Israel,Hanan Ashrawi: Every Palestinian is shaken to the core,"Nov 1, 2023",,,,,,
US,CNN,Pro Israel,"Biden said Israel has a right to defend itself, so 'what did he expect?' asks fmr. Israeli PM","Nov 1, 2023",,,,,,
US,CNN,Pro Israel,We want 'proof of life': Mother of hostage taken by Hamas makes desperate plea,"Nov 1, 2023",,,,,,
US,CNN,Pro Israel,Nobel Peace Prize laureate campaigns for protection of children in Israel-Hamas conflict,"Nov 1, 2023",,,,,,
US,CNN,Pro Israel,Concerns grow over Israel-Hamas war becoming a wider regional conflict,"Nov 1, 2023",,,,,,
US,CNN,Pro Israel,"5 things to know for Nov. 1: Israel, Antisemitism, Maine shootings, Health care, Italy floods","Nov 1, 2023",,,,,,
US,CNN,Pro Israel,FBI director warns antisemitism in U.S. reaching 'historic levels',"Nov 1, 2023",,,,,,
US,CNN,Pro Israel,Tensions flare along Israel's northern border with Lebanon,"Nov 1, 2023",,,,,,
US,CNN,Pro Israel,Israeli strike on Gaza's Jabalya refugee camp reportedly causes many casualties,"Nov 1, 2023",,,,,,
US,CNN,Pro Israel,Inside Israel's underground blood bank,"Nov 1, 2023",,,,,,
US,CNN,Pro Israel,"Dozens of aid trucks crossed into Gaza on Tuesday, but it's just a 'fraction of the need,' White House says","Nov 1, 2023",,,,,,
US,CNN,Pro Israel,Israel says it thwarted aerial attacks by Yemens Houthis near Red Sea,"Nov 1, 2023",,,,,,
US,CNN,Pro Israel,Graham: 'Nothing but praise' for Biden administration's approach to this issue,"Nov 1, 2023",,,,,,
US,CNN,Pro Israel,"October 31, 2023 - Israel-Hamas war news","Nov 1, 2023",,,,,,
US,CNN,Pro Israel,How Iran is flexing its military muscle in response to the Israel-Hamas war,"Nov 1, 2023",,,,,,
US,CNN,Pro Israel,CNN goes underground at Israel's only shielded blood bank,"Nov 1, 2023",,,,,,
US,CNN,Pro Israel,Israel confirms airstrike hit Gaza refugee camp,"Oct 31, 2023",,,,,,
US,CNN,Pro Israel,Medics describe atrocities committed by Hamas on Oct 7,"Oct 31, 2023",,,,,,
US,CNN,Pro Israel,'Teeming with children': Correspondent who reported from Gazan refugee camp,"Oct 31, 2023",,,,,,
US,CNN,Pro Israel,Former VA secretary: The time is now to heed this critical lesson about the cost of war,"Oct 31, 2023",,,,,,
US,CNN,Pro Israel,"""Huge destruction"" at bombed refugee camp, aid official says","Oct 31, 2023",,,,,,
US,CNN,Pro Israel,"""Palestinians have a right to their freedom,"" says Ashrawi","Oct 31, 2023",,,,,,
US,CNN,Pro Israel,'No questions asked': Ex-US official explains why he resigned over Israel,"Oct 31, 2023",,,,,,
US,CNN,Pro Israel,Netanyahu faces harsh scrutiny over Hamas attacks,"Oct 31, 2023",,,,,,
US,CNN,Pro Israel,Blinken and Austin make the case that separating Israel and Ukraine funding would embolden Americas enemies,"Oct 31, 2023",,,,,,
US,CNN,Pro Israel,IDF pushing deeper into Gaza as ground assault intensifies,"Oct 31, 2023",,,,,,
US,CNN,Pro Israel,"U.S. Senate Democrat rejects progressive lawmaker's ""ethnic cleansing"" remarks","Oct 31, 2023",,,,,,
US,CNN,Pro Israel,Humanitarian crisis in Gaza grows more dire by the day,"Oct 31, 2023",,,,,,
US,CNN,Pro Israel,"October 30, 2023 - Israel-Hamas war news","Oct 31, 2023",,,,,,
US,CNN,Pro Israel,"Israeli forces rescue soldier held by Hamas in special operation, IDF says","Oct 31, 2023",,,,,,
US,CNN,Pro Israel,"Israeli troops advance in Gaza, hostage freed and impossible hospital evacuation: What to know Monday","Oct 31, 2023",,,,,,
US,CNN,Pro Israel,Aid groups call for ceasefire in Gaza as death toll rises,"Oct 31, 2023",,,,,,
US,CNN,Pro Israel,"'Netanyahu has to go,' says Israeli journalist","Oct 31, 2023",,,,,,
US,CNN,Pro Israel,Aid groups concerned over worsening humanitarian situation in Gaza,"Oct 31, 2023",,,,,,
US,CNN,Pro Israel,Al Jazeera Journalist in Gaza details IDF call to evacuate,"Oct 31, 2023",,,,,,
US,CNN,Pro Israel,"'The level of desperation is growing by the hour', says head of ICRC mission in Gaza","Oct 31, 2023",,,,,,
US,CNN,Pro Israel,"Shani Louk, 23-year-old kidnapped by Hamas from music festival, declared dead, Israel says","Oct 31, 2023",,,,,,
US,CNN,Pro Israel,An anti-Jewish riot in Russias Dagestan region shows the risks of Putins balancing act on Hamas,"Oct 31, 2023",,,,,,
US,CNN,Pro Israel,CNN producer living in Gaza with family documents how they are surviving,"Oct 31, 2023",,,,,,
US,CNN,Pro Israel,"5 things to know for Oct. 31: Israel, Chilly weather, Strikes, Border wall, Artificial intelligence","Oct 31, 2023",,,,,,
US,CNN,Pro Israel,Former head of Israel's National Security Service discusses the war against Hamas,"Oct 31, 2023",,,,,,
US,CNN,Pro Israel,"IDF warns ground offensive will ""intensify""","Oct 31, 2023",,,,,,
US,CNN,Pro Israel,Deteriorating situation inside Gaza,"Oct 31, 2023",,,,,,
US,CNN,Pro Israel,IDF: Israeli solider abducted by Hamas rescued,"Oct 31, 2023",,,,,,
US,CNN,Pro Israel,Thai deaths in Hamas massacre spotlight poor agricultural workers from Asia who toil in Israels fields,"Oct 31, 2023",,,,,,
US,CNN,Pro Israel,House GOPs $14.3 billion Israel aid sets up collision course with Senate,"Oct 31, 2023",,,,,,
US,CNN,Pro Israel,Rise in Antisemitism reported,"Oct 31, 2023",,,,,,
US,CNN,Pro Israel,Palestinians in East Jerusalem describe living in fear,"Oct 31, 2023",,,,,,
US,CNN,Pro Israel,Traumatized Thai farmers recount horror of Hamas massacre as families wait for news of loved ones held hostage,"Oct 31, 2023",,,,,,
US,CNN,Pro Israel,Brutality of Hamas attack seen at Israel morgue,"Oct 31, 2023",,,,,,
US,CNN,Pro Israel,Israel presents unclear strategy for defeating Hamas,"Oct 31, 2023",,,,,,
US,CNN,Pro Israel,92-year-old man who fled Holocaust also survived Hamas,"Oct 31, 2023",,,,,,
US,CNN,Pro Israel,Former intel official: Netanyahu made a mistake with Hamas,"Oct 30, 2023",,,,,,
US,CNN,Pro Israel,Efforts to get hostages out of Gaza complicated by Israels expanding ground operation,"Oct 30, 2023",,,,,,
US,CNN,Pro Israel,"There was 'complacency' in Netanyahu's governance, says Israeli journalist","Oct 30, 2023",,,,,,
US,CNN,Pro Israel,Former Adviser at the U.S. Office Of Foreign Assets Control describes how Hamas gets its funding,"Oct 30, 2023",,,,,,
US,CNN,Pro Israel,CNN military analyst on what Israeli troops may encounter inside Hamas tunnels,"Oct 30, 2023",,,,,,
US,CNN,Pro Israel,Landlord accused of killing 6-year-old Palestinian American boy pleads not guilty to murder and hate crime charges,"Oct 30, 2023",,,,,,
US,CNN,Pro Israel,"Opinion: Dark, terrifying, claustrophobic. What its like inside Hamas tunnels","Oct 30, 2023",,,,,,
US,CNN,Pro Israel,This is what the 'second stage' of war looks like in Gaza,"Oct 30, 2023",,,,,,
US,CNN,Pro Israel,Palestinian civilians caught in Gaza crossfire,"Oct 30, 2023",,,,,,
US,CNN,Pro Israel,Israeli Ambassador to the United Nations talks to CNN,"Oct 30, 2023",,,,,,
US,CNN,Pro Israel,Fuel is a vital lifeline in resource-strapped Gaza. Heres why.,"Oct 30, 2023",,,,,,
US,CNN,Pro Israel,Save the Children: Number of children killed in Gaza surpasses annual number killed in armed conflict globally since 2019,"Oct 30, 2023",,,,,,
US,CNN,Pro Israel,Why some ultra-Orthodox Jews are enlisting in the IDF,"Oct 30, 2023",,,,,,
US,CNN,Pro Israel,Antisemitic mob storms through Russian airport as flight from Tel Aviv lands,"Oct 30, 2023",,,,,,
US,CNN,Pro Israel,Biden pressed Netanyahu to get more humanitarian aid into Gaza as fears grow over conflict escalating,"Oct 30, 2023",,,,,,
US,CNN,Pro Israel,What are the risks of regional escalation from the Israel-Hamas war?,"Oct 30, 2023",,,,,,
US,CNN,Pro Israel,What life is like inside Gaza as the humanitarian crisis grows,"Oct 30, 2023",,,,,,
US,CNN,Pro Israel,Oil prices are falling even as Israel steps up its war on Hamas. A spike could still happen,"Oct 30, 2023",,,,,,
US,CNN,Pro Israel,Tensions flare along Israel's northern border with Lebanon,"Oct 30, 2023",,,,,,
US,CNN,Pro Israel,Israels history suggests the clock is ticking for Netanyahu after Hamas attack failures,"Oct 30, 2023",,,,,,
US,CNN,Pro Israel,US communicating with Israel at the highest levels about protecting Gaza civilians but quiet on expanding war,"Oct 30, 2023",Neutral," Reports on the US's communication with Israel about protecting Gaza civilians, without taking sides.",,,,
US,CNN,Pro Israel,Will Palestinian refugees come to the US?,"Oct 30, 2023",Neutral, Raises a question about the potential relocation of Palestinian refugees to the US.,,,,
US,CNN,Pro Israel,6-year-old boy was holding his mom's hand to go make a sandwich -- then the airstrikes hit,"Oct 30, 2023",Pro-Israel," Highlights the impact of airstrikes on an Israeli family, emphasizing the tragic death of a young boy.",,,,
US,CNN,Pro Israel,"5 things to know for Oct. 30: Israel, Presidential race, Mass shootings, Hurricane Otis, Matthew Perry","Oct 30, 2023",Others," Lists various topics, including global news and events, unrelated to the conflict.",,,,
US,CNN,Pro Israel,IDF: Israeli fighter jets hit Hezbollah infrastructure in southern Lebanon,"Oct 30, 2023",Pro-Israel," Reports on Israeli fighter jets targeting Hezbollah infrastructure, focusing on military actions.",,,,
US,CNN,Pro Israel,Desperate conditions for many Palestinians in Gaza,"Oct 30, 2023",Pro-Palestine," Describes the dire conditions faced by Palestinians in Gaza, evoking sympathy for their plight.",,,,
US,CNN,Pro Israel,"ICC prosecutor: Leaders will be required to ""justify every strike against every civilian object""","Oct 30, 2023",Neutral," Quotes the ICC prosecutor's requirement for leaders to justify strikes against civilian objects, focusing on accountability.",,,,
US,CNN,Pro Israel,Former political adviser discusses Iran and the Israel-Hamas war,"Oct 30, 2023",Others, Discusses Iran's role in the Israel-Hamas conflict from a former political adviser's perspective.,,,,
US,CNN,Pro Israel,The question of accountability for civilian casualties in the Israel-Hamas conflict,"Oct 30, 2023",Neutral," Questions accountability for civilian casualties in the conflict, without taking sides.",,,,
US,CNN,Pro Israel,CNN speaks to daughter of 2 Americans believed to be held hostage by Hamas,"Oct 30, 2023",Others," Covers a CNN interview with the daughter of American hostages held by Hamas, not directly tied to the conflict.",,,,
US,CNN,Pro Israel,North Korea's link to Hamas attack,"Oct 30, 2023",Others," Mentions North Korea's link to the Hamas attack, not directly relevant to the Gaza conflict.",,,,
US,CNN,Pro Israel,World leaders call for pause in fighting to allow aid into Gaza,"Oct 30, 2023",Neutral," Reports on world leaders calling for a pause in fighting to allow aid into Gaza, focusing on humanitarian concerns.",,,,
US,CNN,Pro Israel,"October 29, 2023 Israel-Hamas war news","Oct 30, 2023",Neutral, Provides updates on the Israel-Hamas war for a specific date without showing bias.,,,,
US,CNN,Pro Israel,UN warns civil order declining in Gaza as thousands take basics from warehouses,"Oct 30, 2023",Pro-Palestine," Warns of declining civil order in Gaza due to the conflict, highlighting the impact on Palestinians.",,,,
US,CNN,Pro Israel,"Johnson vows to move $14.5 billion Israel aid package, setting up showdown with Senate","Oct 30, 2023",Pro-Israel," Reports on a US senator's commitment to advancing an aid package for Israel, showing support.",,,,
US,CNN,Pro Israel,Harris says US has no intention of sending combat troops to Israel or Gaza,"Oct 30, 2023",Neutral," States that the US has no intention of sending combat troops to Israel or Gaza, focusing on military policy.",,,,
US,CNN,Pro Israel,Netanyahu under pressure from hostages families and cabinet as Gaza operation escalates,"Oct 29, 2023",Neutral," Describes Netanyahu's pressures from various parties as the Gaza operation escalates, presenting multiple perspectives.",,,,
US,CNN,Pro Israel,On GPS: Iran's foreign minister: 'Why is the US so involved?',"Oct 29, 2023",Others, Quotes Iran's foreign minister questioning US involvement in the conflict.,,,,
US,CNN,Pro Israel,On GPS: Iran's foreign minister on the Hamas attack,"Oct 29, 2023",Others," Covers Iran's foreign minister's comments on the Hamas attack, not directly focused on the conflict's details.",,,,
US,CNN,Pro Israel,Why Israel showed searing images of the Hamas attack,"Oct 29, 2023",Pro-Israel," Explains why Israel showed searing images of the Hamas attack, suggesting a need to highlight the impact.",,,,
US,CNN,Pro Israel,UN warehouses swarmed by people searching for basic necessities,"Oct 29, 2023",Pro-Palestine," Reports on UN warehouses being swarmed by people searching for basic necessities, emphasizing desperation in Gaza.",,,,
US,CNN,Pro Israel,Democratic divisions over Israel spill into public view as conflict escalates,"Oct 29, 2023",Neutral," Describes internal US political divisions over the Israel conflict, presenting both sides.",,,,
US,CNN,Pro Israel,Christie slams Trump over support for splitting Israel-Ukraine aid,"Oct 29, 2023",Pro-Israel," Criticizes Trump for supporting the splitting of Israel-Ukraine aid, showing a pro-Israel stance.",,,,
US,CNN,Pro Israel,GOP Sen. on whether the US is doing enough to counter Iran,"Oct 29, 2023",Others," Discusses a GOP senator's views on US actions countering Iran, not directly related to the Gaza conflict.",,,,
US,CNN,Pro Israel,Sullivan: Extremist settler violence in West Bank is 'totally unacceptable',"Oct 29, 2023",Neutral," Describes extremist settler violence in the West Bank as totally unacceptable, focusing on law and order.",,,,
US,CNN,Pro Israel,Pro-Palestinian protesters calling for ceasefire gather across the globe as bombardment of Gaza intensifies,"Oct 29, 2023",,,,,,
US,CNN,Pro Israel,Sullivan urges Israel to protect innocent civilians in Gaza,"Oct 29, 2023",,,,,,
US,CNN,Pro Israel,GOP Senator: I'll back Israel and Ukraine aid 'either way that we can actually get it',"Oct 29, 2023",,,,,,
US,CNN,Pro Israel,"Israel announces ""new phase of war"" as ground operations expand in Gaza","Oct 29, 2023",,,,,,
US,CNN,Pro Israel,Can America afford two wars? Heres what the bond market thinks,"Oct 29, 2023",,,,,,
US,CNN,Pro Israel,Tapper presses national security adviser about 600 Americans trapped in Gaza,"Oct 29, 2023",,,,,,
US,CNN,Pro Israel,Drone footage shows extensive damage near refugee camp in Gaza,"Oct 29, 2023",,,,,,
US,CNN,Pro Israel,World Food Programme: More aid to enter Gaza but it's not enough,"Oct 29, 2023",,,,,,
US,CNN,Pro Israel,Israel hitting Hamas underground targets,"Oct 29, 2023",,,,,,
US,CNN,Pro Israel,"Former U.S. Ambassador to Israel discusses the ""new phase"" of Israel's war with Hamas","Oct 29, 2023",,,,,,
US,CNN,Pro Israel,Israeli ground forces inside Gaza as Palestinians take stock after intense overnight bombardment,"Oct 29, 2023",,,,,,
US,CNN,Pro Israel,A look at how Israeli communities defended themselves during Hamas attack,"Oct 29, 2023",,,,,,
US,CNN,Pro Israel,Hostage negotiation expert discusses impact of Israeli ground incursion,"Oct 29, 2023",,,,,,
US,CNN,Pro Israel,Survey conducted before the Hamas terror attack showed low Palestinian support for the group,"Oct 29, 2023",,,,,,
US,CNN,Pro Israel,IDF strikes intensify as ground operations expand,"Oct 29, 2023",,,,,,
US,CNN,Pro Israel,Children increasingly at risk as Israel widens ground operations,"Oct 29, 2023",,,,,,
US,CNN,Pro Israel,"October 28, 2023 Israel-Hamas war","Oct 29, 2023",,,,,,
US,CNN,Pro Israel,Father of kidnapped son responds to Netanyahu announcing phase two of war,"Oct 29, 2023",,,,,,
US,CNN,Pro Israel,Videos show devastation within Gaza Strip,"Oct 28, 2023",,,,,,
US,CNN,Pro Israel,The Gaza metro: The mysterious subterranean tunnel network used by Hamas,"Oct 28, 2023",,,,,,
US,CNN,Pro Israel,Expert: Pressure is on Israel to act now vs. Hamas,"Oct 28, 2023",,,,,,
US,CNN,Pro Israel,Israel says ground forces are inside Gaza,"Oct 28, 2023",,,,,,
US,CNN,Pro Israel,Former official: Hamas rumored hostage release would have been 'calculated and manipulative',"Oct 28, 2023",,,,,,
US,CNN,Pro Israel,IDF soldiers based in northern Israel say they're facing 3 threats from Hezbollah,"Oct 28, 2023",,,,,,
US,CNN,Pro Israel,State Dept. official on resigning over US arms sent to Israel,"Oct 28, 2023",,,,,,
US,CNN,Pro Israel,Doctor can't contact colleagues in Gaza blackout,"Oct 28, 2023",,,,,,
US,CNN,Pro Israel,Video shows the aftermath of airstrikes in Gaza City,"Oct 28, 2023",,,,,,
US,CNN,Pro Israel,Israel conducting raids and precision airstrikes in parts of Gaza,"Oct 28, 2023",,,,,,
US,CNN,Pro Israel,Aid groups grapple with challenging conditions as Gaza experiences communications blackout,"Oct 28, 2023",,,,,,
US,CNN,Pro Israel,"IDF announces expanded ground operation in Gaza, amid communications blackout in the enclave","Oct 28, 2023",,,,,,
US,CNN,Pro Israel,Israel intensifies strikes on Gaza,"Oct 28, 2023",,,,,,
US,CNN,Pro Israel,Fears for hostages as Israel ramps up military operations,"Oct 28, 2023",,,,,,
US,CNN,Pro Israel,Israel claims Al Shifa Hospital is Hamas command center,"Oct 28, 2023",,,,,,
US,CNN,Pro Israel,You get home and then start crying: Israels body collectors encounter horrors beyond their worst nightmares,"Oct 28, 2023",,,,,,
US,CNN,Pro Israel,"October 27, 2023 Israel-Hamas war news","Oct 28, 2023",,,,,,
US,CNN,Pro Israel,US strikes 2 facilities linked to Iranian-backed militias in Syria following series of attacks on US forces in Middle East,"Oct 28, 2023",,,,,,
US,CNN,Pro Israel,On GPS: Iranian Foreign Minister on the danger of a wider war,"Oct 28, 2023",,,,,,
US,CNN,Pro Israel,On GPS: Iranian Foreign Minister on the Hamas attack,"Oct 28, 2023",,,,,,
US,CNN,Pro Israel,"Israeli official: Israel ""beefing up the pressure on Hamas""","Oct 28, 2023",,,,,,
US,CNN,Pro Israel,"Palestinian officials publish names of thousands killed in Gaza, after Biden expresses doubt about death toll","Oct 28, 2023",,,,,,
US,CNN,Pro Israel,"Nations overwhelmingly vote for humanitarian truce at the UN, as Gazans say they have been left in the dark","Oct 28, 2023",,,,,,
US,CNN,Pro Israel,There's controversy around the death toll in Gaza. CNN explains why,"Oct 27, 2023",,,,,,
US,CNN,Pro Israel,"Gazas disappearing internet, visualized","Oct 27, 2023",,,,,,
US,CNN,Pro Israel,"What latest Gaza bombardment means for hostages, civilians","Oct 27, 2023",,,,,,
US,CNN,Pro Israel,Night vision images appear to show tank rounds across the Israel-Gaza border,"Oct 27, 2023",,,,,,
US,CNN,Pro Israel,'Who takes over?': Tapper presses Netanyahu adviser on the future of Gaza,"Oct 27, 2023",,,,,,
US,CNN,Pro Israel,Hundreds of foreign nationals remain stranded in Gaza as Israel intensifies airstrikes,"Oct 27, 2023",,,,,,
US,CNN,Pro Israel,Leading GOP Jewish groups conference presents chance for 2024 Republicans to distinguish themselves from Trump on Israel,"Oct 27, 2023",,,,,,
US,CNN,Pro Israel,Former NATO Commander analyzes Israeli options in Gaza,"Oct 27, 2023",,,,,,
US,CNN,Pro Israel,Former IDF colonel on potential Gaza ground operation,"Oct 27, 2023",,,,,,
US,CNN,Pro Israel,Israeli football coach Barak Bachar criticizes UEFA clubs over Israel stance,"Oct 27, 2023",,,,,,
US,CNN,Pro Israel,Palestinian Health Ministry publishes list of dead in Gaza,"Oct 27, 2023",,,,,,
US,CNN,Pro Israel,Harris and second gentleman meet with families of Americans who remain unaccounted for in Israel,"Oct 27, 2023",,,,,,
US,CNN,Pro Israel,Anti-Defamation League accuses pro-Palestine student groups of siding with terrorism,"Oct 27, 2023",,,,,,
US,CNN,Pro Israel,Rashid Khalidi on U.S. support for Israel,"Oct 27, 2023",,,,,,
US,CNN,Pro Israel,Video shows extensive airstrikes on Gaza,"Oct 27, 2023",,,,,,
US,CNN,Pro Israel,"Muslim American leaders, in private meeting, tell Biden he needs to show more empathy toward Palestinians","Oct 27, 2023",,,,,,
US,CNN,Pro Israel,Opinion: UN Secretary Generals grievous failure of diplomacy,"Oct 27, 2023",,,,,,
US,CNN,Pro Israel,Hedge fund billionaire: College students protesting Israel have sh*t for brains,"Oct 27, 2023",,,,,,
US,CNN,Pro Israel,Significant progress on Qatar-led negotiations to release hostages from Hamas but issues remain,"Oct 27, 2023",,,,,,
US,CNN,Pro Israel,Opinion: How likely is a US-Iran escalation in the Middle East?,"Oct 27, 2023",,,,,,
US,CNN,Pro Israel,"Iran may not want a full-blown war with Israel, but it may be dragged into one","Oct 27, 2023",,,,,,
US,CNN,Pro Israel,Hundreds of Palestinian-Americans trapped in Gaza,"Oct 27, 2023",,,,,,
US,CNN,Pro Israel,U.S. strikes two facilities linked to Iranian-backed militias in Syria,"Oct 27, 2023",,,,,,
US,CNN,Pro Israel,Israel again launches targeted raids into Gaza,"Oct 27, 2023",,,,,,
US,CNN,Pro Israel,A student asked a NYC teacher which side shes on in the Israel-Hamas war. Heres what she said,"Oct 27, 2023",,,,,,
US,CNN,Pro Israel,"5 things to know for Oct. 27: Maine shootings, Israel, US strikes, Hurricane Otis, Presidential race","Oct 27, 2023",,,,,,
US,CNN,Pro Israel,"Journalists family was killed in Gaza strike, says Al Jazeera","Oct 27, 2023",,,,,,
US,CNN,Pro Israel,Biden threads a needle with US strikes against Iranian-backed militias,"Oct 27, 2023",,,,,,
US,CNN,Pro Israel,IDF: Expect limited raids of Gaza over coming days,"Oct 27, 2023",,,,,,
US,CNN,Pro Israel,An Al Jazeera journalist learned his family had been killed while on the air. It offered the world a glimpse of the horrors in Gaza,"Oct 27, 2023",,,,,,
US,CNN,Pro Israel,Humanitarian crisis in Gaza grows as aid trickles in,"Oct 27, 2023",,,,,,
US,CNN,Pro Israel,Israel's military aims to clear obstacles before expected incursion,"Oct 27, 2023",,,,,,
US,CNN,Pro Israel,Grief and anger at UNGA emergency session on Israel-Hamas War,"Oct 27, 2023",,,,,,
US,CNN,Pro Israel,U.S. fighter jets strike ammo and weapons storage areas in Syria,"Oct 27, 2023",,,,,,
US,CNN,Pro Israel,Israel vows more raids in Gaza as calls for ceasefire divide the United Nations,"Oct 27, 2023",,,,,,
US,CNN,Pro Israel,Pentagon says 900 US troops have deployed or are deploying to Middle East amid heightened tensions,"Oct 27, 2023",,,,,,
US,CNN,Pro Israel,"October 26, 2023 Israel-Hamas war news","Oct 27, 2023",,,,,,
US,CNN,Pro Israel,Retired Col. on what messages the US is sending to Iran with latest strike,"Oct 27, 2023",,,,,,
US,CNN,Pro Israel,This is what an American hostage told his mother the morning of Hamas' attack on Israel,"Oct 27, 2023",,,,,,
US,CNN,Pro Israel,Blinken meets with Chinas top diplomat as specter of war in Middle East looms,"Oct 27, 2023",,,,,,
US,CNN,Pro Israel,Surgeon slams Biden's comment on Palestinian death toll,"Oct 27, 2023",,,,,,
US,CNN,Pro Israel,Al Jazeera journalist's family killed in strike on Gaza,"Oct 27, 2023",,,,,,
US,CNN,Pro Israel,"U.N. Security Council ""should impose a ceasefire"" in Israel-Gaza war, says former Colombian president","Oct 26, 2023",,,,,,
US,CNN,Pro Israel,Former Swedish PM calls for a long-term approach to Middle East peace,"Oct 26, 2023",,,,,,
US,CNN,Pro Israel,"Opinion: WGAs statement on Israel is worse than too little, too late","Oct 26, 2023",,,,,,
US,CNN,Pro Israel,Gaza hospitals face fuel shortage,"Oct 26, 2023",,,,,,
