,Country,News Publisher,Country Stance,Headline,Date,Headline Stance,parsed_dates
5565,US,CNN,Pro Israel,Human rights group accuses Meta of restricting pro-Palestine speech,"Dec 21, 2023",,2023-12-21
5566,US,CNN,Pro Israel,"Israel struck some areas it directed civilians to in Gaza, CNN analysis shows","Dec 21, 2023",,2023-12-21
5567,US,CNN,Pro Israel,Sources: Hamas' influence has grown since the war began,"Dec 21, 2023",,2023-12-21
5568,US,CNN,Pro Israel,Families of hostages killed by the IDF speak out,"Dec 21, 2023",,2023-12-21
5569,US,CNN,Pro Israel,"Former Israeli diplomat: Goal to destroy Hamas is ""not realistic""","Dec 21, 2023",,2023-12-21
5570,US,CNN,Pro Israel,Protests erupt in Argentina over deregulation decree,"Dec 21, 2023",,2023-12-21
5571,US,CNN,Pro Israel,"'There are no safe zones' in Gaza, says ICRC president","Dec 21, 2023",,2023-12-21
5572,US,CNN,Pro Israel,"Bin Laden, Hamas and the Sudanese money man","Dec 21, 2023",,2023-12-21
5573,US,CNN,Pro Israel,"5 things to know for Dec. 21: Holiday travel, Israel, Prisoner swap, Nuclear fusion, Toyota recall","Dec 21, 2023",,2023-12-21
5574,US,CNN,Pro Israel,Biden says U.S. is pushing Israel and Hamas to reach deal on hostages,"Dec 21, 2023",,2023-12-21
5575,US,CNN,Pro Israel,Starbucks CEO wants people to stop protesting its stores over Israel war in Gaza,"Dec 21, 2023",,2023-12-21
5576,US,CNN,Pro Israel,US intelligence analysis warns Hamas influence has grown since its attack on Israel,"Dec 21, 2023",,2023-12-21
5577,US,CNN,Pro Israel,"UNRWA official: People in Gaza are desperate, hungry, 'and mostly really scared'","Dec 21, 2023",,2023-12-21
5578,US,CNN,Pro Israel,"White House: ""Very serious"" discussions on Israeli hostages underway","Dec 21, 2023",,2023-12-21
5579,US,CNN,Pro Israel,"Hamas-controlled Health Ministry: 19,667 people killed in Gaza","Dec 21, 2023",,2023-12-21
5580,US,CNN,Pro Israel,Israeli military dog captured hostages voices on camera days before they were killed by friendly fire,"Dec 21, 2023",,2023-12-21
5581,US,CNN,Pro Israel,"December 20, 2023 Israel-Hamas war","Dec 21, 2023",,2023-12-21
5582,US,CNN,Pro Israel,Humanitarian crisis worsens in Gaza as Israel-Hamas war rages,"Dec 21, 2023",,2023-12-21
5583,US,CNN,Pro Israel,"Palestinians support Hamas decision to go to war with Israel, survey suggests, with no political solution on horizon","Dec 21, 2023",,2023-12-21
5584,US,CNN,Pro Israel,Blinken calls out other countries for not demanding Hamas surrender and stop hiding behind civilians,"Dec 21, 2023",,2023-12-21
5585,US,CNN,Pro Israel,What we know about how 3 Israeli hostages were killed by the IDF,"Dec 21, 2023",,2023-12-21
5586,US,CNN,Pro Israel,Why Hamas likely has most leverage in hostage negotiations,"Dec 20, 2023",,2023-12-20
5587,US,CNN,Pro Israel,This 23-year-old plays music for Gazan children so that it overpowers the sound of warplanes,"Dec 20, 2023",,2023-12-20
5588,US,CNN,Pro Israel,"High-ranking Hezbollah member faces terrorism charges in 1994 bombing of Jewish community center in Buenos Aires, DOJ says","Dec 20, 2023",,2023-12-20
5589,US,CNN,Pro Israel,UN again delays vote on Gaza humanitarian aid as Biden mulls US vote,"Dec 20, 2023",,2023-12-20
5590,US,CNN,Pro Israel,"For her, time is running out: A mothers desperate plea to get her bloodied and battered daughter out of Hamas captivity","Dec 20, 2023",,2023-12-20
5591,US,CNN,Pro Israel,Spanish Foreign Minister discusses Europe's response to the Israel-Hamas war,"Dec 20, 2023",,2023-12-20
5592,US,CNN,Pro Israel,"Little food, a beating and lice: What freed Israeli hostages are saying about being held by Hamas","Dec 20, 2023",,2023-12-20
5593,US,CNN,Pro Israel,Starvation and misery in Gaza,"Dec 20, 2023",,2023-12-20
5594,US,CNN,Pro Israel,Ismail Haniyeh Fast Facts,"Dec 20, 2023",,2023-12-20
5595,US,CNN,Pro Israel,Mother of 19-year-old hostage says time is running out,"Dec 20, 2023",,2023-12-20
5596,US,CNN,Pro Israel,Israel making proposals for new pause in fighting in exchange for the release of more hostages,"Dec 20, 2023",,2023-12-20
5597,US,CNN,Pro Israel,UNICEF says children and families are not safe in Gaza hospitals,"Dec 20, 2023",,2023-12-20
5598,US,CNN,Pro Israel,Israel returns to the table for hostage negotiations,"Dec 20, 2023",,2023-12-20
5599,US,CNN,Pro Israel,"How US warships are shooting down Houthi drones in the Red Sea, and what might come next","Dec 20, 2023",,2023-12-20
5600,US,CNN,Pro Israel,CNN visits West Bank amid escalating settler violence,"Dec 20, 2023",,2023-12-20
5601,US,CNN,Pro Israel,"5 things to know for Dec. 20: Trump, Israel, Border lawsuit, Covid-19, Artificial intelligence","Dec 20, 2023",,2023-12-20
5602,US,CNN,Pro Israel,Israel reportedly proposes one week pause in fighting in exchange for hostages,"Dec 20, 2023",,2023-12-20
5603,US,CNN,Pro Israel,Israel proposes pause in fighting in exchange for hostages,"Dec 20, 2023",,2023-12-20
5604,US,CNN,Pro Israel,"December 19, 2023 Israel-Hamas war","Dec 20, 2023",,2023-12-20
5605,US,CNN,Pro Israel,Mounting criticism about surging settler violence against Palestinians in the occupied West Bank,"Dec 20, 2023",,2023-12-20
5606,US,CNN,Pro Israel,"Netanyahus mission: Destroy Hamas, bring hostages home  and get reelected","Dec 20, 2023",,2023-12-20
5607,US,CNN,Pro Israel,Malaysia bans Israeli owned and linked shipping citing cruelty against the Palestinian people,"Dec 20, 2023",,2023-12-20
5608,US,CNN,Pro Israel,"Jerry Seinfeld meets with freed hostages, families in Tel Aviv","Dec 20, 2023",,2023-12-20
5609,US,CNN,Pro Israel,Who are the Houthis and why are they stepping up attacks? CNN reporter breaks it down,"Dec 20, 2023",,2023-12-20
5610,US,CNN,Pro Israel,Sen. Fetterman on Dem divisions over support for Israel,"Dec 19, 2023",,2023-12-19
5611,US,CNN,Pro Israel,Amanpour presses top Netanyahu adviser on civilian deaths and killing of hostages,"Dec 19, 2023",,2023-12-19
5612,US,CNN,Pro Israel,The rush to save Ukraine's precious Jewish legacy,"Dec 19, 2023",,2023-12-19
5613,US,CNN,Pro Israel,Israel exploring construction of humanitarian compound in northern Gaza after fighting subsides,"Dec 19, 2023",,2023-12-19
5614,US,CNN,Pro Israel,UN vote on resolution calling for halt in hostilities in Gaza delayed again,"Dec 19, 2023",,2023-12-19
5615,US,CNN,Pro Israel,"Hundreds of false bomb threats to Jewish institutions are believed to originate from outside the US, FBI says","Dec 19, 2023",,2023-12-19
5616,US,CNN,Pro Israel,Fears grow of full-scale war between Israel and Hezbollah,"Dec 19, 2023",,2023-12-19
5617,US,CNN,Pro Israel,Who are the Houthis?,"Dec 19, 2023",,2023-12-19
5618,US,CNN,Pro Israel,"Hostilities between Israel and Hezbollah escalate, but not into a full-scale war","Dec 19, 2023",,2023-12-19
5619,US,CNN,Pro Israel,"Biden gets low marks on Israel, particularly from young voters, new polling finds","Dec 19, 2023",,2023-12-19
5620,US,CNN,Pro Israel,Israeli family members shocked to see elderly hostages appear in Hamas video,"Dec 19, 2023",,2023-12-19
5621,US,CNN,Pro Israel,Analyst: Egypt reticent to allow Palestinian refugees to enter the country,"Dec 19, 2023",,2023-12-19
5622,US,CNN,Pro Israel,"5 things to know for Dec. 19: Immigration, Israel, Northeast storm, Volcano eruption, Student loans","Dec 19, 2023",,2023-12-19
5623,US,CNN,Pro Israel,"'The only future is a shared future,' says American rabbi on the day after the Gaza war","Dec 19, 2023",,2023-12-19
5624,US,CNN,Pro Israel,"Meta removed two Israel-Hamas videos unnecessarily, Oversight Board says","Dec 19, 2023",,2023-12-19
5625,US,CNN,Pro Israel,U.S. defense chief urges Israel to do more to protect civilians in Gaza,"Dec 19, 2023",,2023-12-19
5626,US,CNN,Pro Israel,Two more commercial ships in Red Sea attacked,"Dec 19, 2023",,2023-12-19
5627,US,CNN,Pro Israel,Video shows scene after strike on hospital in Gaza,"Dec 19, 2023",,2023-12-19
5628,US,CNN,Pro Israel,"December 18, 2023 Israel-Hamas war","Dec 19, 2023",,2023-12-19
5629,US,CNN,Pro Israel,"Beyond desperate situation for Christians sheltering in Gaza church, says UK lawmaker with family trapped inside","Dec 19, 2023",,2023-12-19
5630,US,CNN,Pro Israel,Tunnel warfare expert on what she sees in newly-discovered tunnel in Gaza,"Dec 19, 2023",,2023-12-19
5631,US,CNN,Pro Israel,"Austin announces US-led security operation focusing on Red Sea, Gulf of Aden after Houthi attacks on commercial shipping","Dec 19, 2023",,2023-12-19
5632,US,CNN,Pro Israel,British MP's family trapped inside Gaza church,"Dec 19, 2023",,2023-12-19
5633,US,CNN,Pro Israel,"We have ""to find our way toward one another"": Rabbi makes a call for compassion","Dec 19, 2023",,2023-12-19
5634,US,CNN,Pro Israel,"HRW: Starvation used as ""weapon of war""","Dec 19, 2023",,2023-12-19
5635,US,CNN,Pro Israel,"More than 400 Jewish facilities received false bomb threats this weekend, non-profit says","Dec 18, 2023",,2023-12-18
5636,US,CNN,Pro Israel,'We are creating hope': Palestinian and Israeli peace activists on building bridges,"Dec 18, 2023",,2023-12-18
5637,US,CNN,Pro Israel,"Pope speaks out after IDF sniper kills two women inside Gaza church, per Catholic authorities","Dec 18, 2023",,2023-12-18
5638,US,CNN,Pro Israel,Austin says he discussed the future of Gaza with top Israeli officials,"Dec 18, 2023",,2023-12-18
5639,US,CNN,Pro Israel,The W.H.O. shares dire situation at Al-Shifa hospital,"Dec 18, 2023",,2023-12-18
5640,US,CNN,Pro Israel,"5 things to know for Dec. 18: Israel, Storms, Immigration, North Korea, Quaker Oats recall","Dec 18, 2023",,2023-12-18
5641,US,CNN,Pro Israel,Son of Israeli hostage discusses hostage negotiations and military action in Gaza,"Dec 18, 2023",,2023-12-18
5642,US,CNN,Pro Israel,See the Hamas tunnel that the IDF claims is the 'biggest' in Gaza,"Dec 18, 2023",,2023-12-18
5643,US,CNN,Pro Israel,IDF claims it has discovered biggest Hamas tunnel in Gaza,"Dec 18, 2023",,2023-12-18
5644,US,CNN,Pro Israel,"IDF calls Hamas tunnels discovered in Gaza an ""underground terror city""","Dec 18, 2023",,2023-12-18
5645,US,CNN,Pro Israel,Israel says it has found a large Hamas tunnel,"Dec 18, 2023",,2023-12-18
5646,US,CNN,Pro Israel,"December 17, 2023 Israel-Hamas war","Dec 18, 2023",,2023-12-18
5647,US,CNN,Pro Israel,"'Netanyahu is ruining Israel for his own good,' says Israeli analyst","Dec 17, 2023",,2023-12-17
5648,US,CNN,Pro Israel,Al Jazeera and Reuters journalists among the many journalists killed in Israel-Hamas war,"Dec 17, 2023",,2023-12-17
5649,US,CNN,Pro Israel,Austin to press Israeli defense officials to define war milestones,"Dec 17, 2023",,2023-12-17
5650,US,CNN,Pro Israel,Iran's proxy groups attack U.S. and Israeli-linked targets,"Dec 17, 2023",,2023-12-17
5651,US,CNN,Pro Israel,Pressure on Netanyahu over hostages' killing,"Dec 17, 2023",,2023-12-17
5652,US,CNN,Pro Israel,Israels mental health services cant cope with the mass trauma of October 7. Volunteers are trying to plug the gaps,"Dec 17, 2023",,2023-12-17
5653,US,CNN,Pro Israel,"December 16, 2023 Israel-Hamas war","Dec 17, 2023",,2023-12-17
5654,US,CNN,Pro Israel,"December 15, 2023 Israel-Hamas war","Dec 16, 2023",,2023-12-16
5655,US,CNN,Pro Israel,'Are you Hamas?': Hear from Palestinian men detained by Israeli forces,"Dec 16, 2023",,2023-12-16
5656,US,CNN,Pro Israel,Ukraine faces delays of key western aid,"Dec 16, 2023",,2023-12-16
5657,US,CNN,Pro Israel,US Navy ship shoots down 14 drones launched from Yemen,"Dec 16, 2023",,2023-12-16
5658,US,CNN,Pro Israel,U.S.: Israel moving to new phase of the war,"Dec 16, 2023",,2023-12-16
5659,US,CNN,Pro Israel,Suspected members of Hamas arrested in Europe,"Dec 16, 2023",,2023-12-16
5660,US,CNN,Pro Israel,Friedman: Israel cannot win while Netanyahu denies two-state solution,"Dec 16, 2023",,2023-12-16
5661,US,CNN,Pro Israel,IDF says soldiers killed three Israeli hostages after misidentifying them as threats,"Dec 16, 2023",,2023-12-16
5662,US,CNN,Pro Israel,Israeli military says it mistakenly kills 3 hostages,"Dec 16, 2023",,2023-12-16
5663,US,CNN,Pro Israel,Palestinian boys and men detained without charge by Israeli military describe 5 days of alleged abuse,"Dec 16, 2023",,2023-12-16
5664,US,CNN,Pro Israel,"Last week, we had hope: The poignant words of hostages families before accidental killings by Israeli troops","Dec 16, 2023",,2023-12-16
5665,US,CNN,Pro Israel,IDF accidentally shoots and kills three Israelis held hostage in Gaza,"Dec 16, 2023",,2023-12-16
5666,US,CNN,Pro Israel,First on CNN: US rebukes Israel for more than 30 attacks on Lebanese military amid concerns of Gaza conflict widening,"Dec 15, 2023",,2023-12-15
5667,US,CNN,Pro Israel,"""Netanyahu is ruining Israel for his own good"": Former Knesset member","Dec 15, 2023",,2023-12-15
5668,US,CNN,Pro Israel,A Palestinian student was expelled from a Florida high school after his mother made pro-Palestinian posts on social media,"Dec 15, 2023",,2023-12-15
5669,US,CNN,Pro Israel,Israel is testing out flooding the Hamas tunnels. Heres what it could look like scaled up,"Dec 15, 2023",,2023-12-15
5670,US,CNN,Pro Israel,Lufthansa Group to resume flights to Tel Aviv beginning January 2024,"Dec 15, 2023",,2023-12-15
5671,US,CNN,Pro Israel,Bidens national security adviser says Israel will move to new phase of war focusing on precisely targeting Hamas leadership,"Dec 15, 2023",,2023-12-15
5672,US,CNN,Pro Israel,IDF spokesman addresses the accidental killing of Israeli hostages,"Dec 15, 2023",,2023-12-15
5673,US,CNN,Pro Israel,What it means to be a parent in Gaza,"Dec 15, 2023",,2023-12-15
5674,US,CNN,Pro Israel,Turkey says the U.S. is responsible for ensuring a ceasefire in Gaza,"Dec 15, 2023",,2023-12-15
5675,US,CNN,Pro Israel,US forces in Iraq came under attack for 98th time as general visited region,"Dec 15, 2023",,2023-12-15
5676,US,CNN,Pro Israel,W.H.O. official speaks to CNN about the situation in Gaza,"Dec 15, 2023",,2023-12-15
5677,US,CNN,Pro Israel,Eyewitness testimony and footage reveals escalation in Israel's occupation tactics in West Bank,"Dec 15, 2023",,2023-12-15
5678,US,CNN,Pro Israel,Four suspected members of Hamas arrested in Europe over alleged terrorism plot,"Dec 15, 2023",,2023-12-15
5679,US,CNN,Pro Israel,U.S. National Security Adviser Jake Sullivan discusses talks with Israeli leaders,"Dec 15, 2023",,2023-12-15
5680,US,CNN,Pro Israel,"Videos show Israeli soldiers in Gaza burning food, vandalizing a shop and ransacking private homes","Dec 15, 2023",,2023-12-15
5681,US,CNN,Pro Israel,The new pressure on Prime Minister Netanyahu in the midst of the Israel-Hamas Conflict.,"Dec 15, 2023",,2023-12-15
5682,US,CNN,Pro Israel,"5 Things to know for Dec. 15: Israel, Vaccines, European Union, Storms, Train collision","Dec 15, 2023",,2023-12-15
5683,US,CNN,Pro Israel,"Its time to take climate change seriously in conflict resolution, says International Crisis Group head","Dec 15, 2023",,2023-12-15
5684,US,CNN,Pro Israel,CNN asked Jake Sullivan about Israel using 'dumb bombs' in Gaza. Hear his response,"Dec 15, 2023",,2023-12-15
5685,US,CNN,Pro Israel,Erdogan's message to Biden,"Dec 15, 2023",,2023-12-15
5686,US,CNN,Pro Israel,"December 14, 2023 Israel-Hamas war","Dec 15, 2023",,2023-12-15
5687,US,CNN,Pro Israel,The next phase of Israel-Hamas War,"Dec 15, 2023",,2023-12-15
5688,US,CNN,Pro Israel,Foiled terrorism plots in Europe,"Dec 15, 2023",,2023-12-15
5689,US,CNN,Pro Israel,CNN speaks to UNICEF about dire situation in Gaza,"Dec 15, 2023",,2023-12-15
5690,US,CNN,Pro Israel,Hamas ties: terrorism arrests in Europe,"Dec 15, 2023",,2023-12-15
5691,US,CNN,Pro Israel,CNN speaks to UNICEF about dire situation in Gaza,"Dec 15, 2023",,2023-12-15
5692,US,CNN,Pro Israel,Biden urges Israelis to protect civilian lives as national security adviser meets with Netanyahu amid developing rift,"Dec 15, 2023",,2023-12-15
5693,US,CNN,Pro Israel,"Was Hamas leader in Turkey during October 7 attack? He might have been, says Erdogans chief security adviser","Dec 14, 2023",,2023-12-14
5694,US,CNN,Pro Israel,Finding humanity in the horrors of war,"Dec 14, 2023",,2023-12-14
5695,US,CNN,Pro Israel,Hospitals in Gaza are on the brink of collapse,"Dec 14, 2023",,2023-12-14
5696,US,CNN,Pro Israel,Biden hosts families of American hostages held by Hamas,"Dec 14, 2023",,2023-12-14
5697,US,CNN,Pro Israel,"Nearly half of the Israeli munitions dropped on Gaza are imprecise 'dumb bombs', US intel assessment finds","Dec 14, 2023",,2023-12-14
5698,US,CNN,Pro Israel,"We have the right to live. Starvation, disease, and winter chill threaten the survival of displaced civilians in Gaza","Dec 14, 2023",,2023-12-14
5699,US,CNN,Pro Israel,"Exclusive: Nearly half of the Israeli munitions dropped on Gaza are imprecise dumb bombs, US intelligence assessment finds","Dec 14, 2023",,2023-12-14
5700,US,CNN,Pro Israel,Looking into the eyes of an orphan in Gaza,"Dec 14, 2023",,2023-12-14
5701,US,CNN,Pro Israel,Turkish official warns of consequences if Israel targets Hamas members inside Turkey,"Dec 14, 2023",,2023-12-14
5702,US,CNN,Pro Israel,US warship shoots down drone from Houthi territory while responding to commercial tanker attack,"Dec 14, 2023",,2023-12-14
5703,US,CNN,Pro Israel,Watch Clarissa Ward report from inside Gaza for the first time since war began,"Dec 14, 2023",,2023-12-14
5704,US,CNN,Pro Israel,Senators to introduce resolution condemning Hamas use of sexual violence,"Dec 14, 2023",,2023-12-14
5705,US,CNN,Pro Israel,Unprecedented tensions between White House and Netanyahu as Biden feels political price for standing with Israel,"Dec 14, 2023",,2023-12-14
5706,US,CNN,Pro Israel,"5 Things to know for Dec. 14: Israel, Impeachment inquiry, US troops, Tesla recall, Diversity initiatives","Dec 14, 2023",,2023-12-14
5707,US,CNN,Pro Israel,Why Israel wont stop fighting despite the mounting losses,"Dec 14, 2023",,2023-12-14
5708,US,CNN,Pro Israel,Israel cancels Mossad chiefs Qatar trip to restart hostage talks,"Dec 14, 2023",,2023-12-14
5709,US,CNN,Pro Israel,Source: Israeli govt. cancels Mossad chief's trip to Doha,"Dec 14, 2023",,2023-12-14
5710,US,CNN,Pro Israel,Ukraines European allies are letting it down,"Dec 14, 2023",,2023-12-14
5711,US,CNN,Pro Israel,"December 13, 2023 Israel-Hamas war","Dec 14, 2023",,2023-12-14
5712,US,CNN,Pro Israel,Clarissa Ward describes what she saw after getting rare access inside Gaza,"Dec 14, 2023",,2023-12-14
5713,US,CNN,Pro Israel,U.S. Official: Israel flooding Hamas tunnels with seawater,"Dec 14, 2023",,2023-12-14
5714,US,CNN,Pro Israel,Pinkas: Netanyahu using war to politically help himself,"Dec 13, 2023",,2023-12-13
5715,US,CNN,Pro Israel,Biden hosts families of American hostages held by Hamas as he navigates first breaks with Netanyahu,"Dec 13, 2023",,2023-12-13
5716,US,CNN,Pro Israel,Opinion: The conversation we cant avoid about pro-Palestinian campus protests,"Dec 13, 2023",,2023-12-13
5717,US,CNN,Pro Israel,"""There is no safe place in Gaza,"" says professor specializing in Middle East studies","Dec 13, 2023",,2023-12-13
5718,US,CNN,Pro Israel,Biden administration makes clear it has no plans to place conditions on military aid to Israel despite pressure from lawmakers,"Dec 13, 2023",,2023-12-13
5719,US,CNN,Pro Israel,Torrential rain worsens humanitarian conditions in Gaza,"Dec 13, 2023",,2023-12-13
5720,US,CNN,Pro Israel,US businesses and consumers participate in global strike to demand a ceasefire in Gaza,"Dec 13, 2023",,2023-12-13
5721,US,CNN,Pro Israel,Hamas not responding to attempts to get hostage negotiations back on track,"Dec 13, 2023",,2023-12-13
5722,US,CNN,Pro Israel,CNN goes on patrol with peacekeepers on Lebanon-Israel border,"Dec 13, 2023",,2023-12-13
5723,US,CNN,Pro Israel,"5 Things to know for Dec. 13: Ukraine, Israel, Climate deal, Presidential race, Toy safety","Dec 13, 2023",,2023-12-13
5724,US,CNN,Pro Israel,"Gaza healthcare workers taken by Israeli forces, says doctor, amid horrendous conditions at hospitals","Dec 13, 2023",,2023-12-13
5725,US,CNN,Pro Israel,IDF: Seven Israeli soldiers killed in single incident in northern Gaza,"Dec 13, 2023",,2023-12-13
5726,US,CNN,Pro Israel,U.N. General Assembly votes to demand ceasefire in Gaza,"Dec 13, 2023",,2023-12-13
5727,US,CNN,Pro Israel,"December 12, 2023 Israel-Hamas war","Dec 13, 2023",,2023-12-13
5728,US,CNN,Pro Israel,Netanyahu's spokesperson says Israel is defining 'gold standard of urban warfare' in Gaza,"Dec 13, 2023",,2023-12-13
5729,US,CNN,Pro Israel,UN General Assembly votes to demand immediate ceasefire in Gaza,"Dec 13, 2023",,2023-12-13
5730,US,CNN,Pro Israel,Rifts between Biden and Netanyahu spill into public view,"Dec 12, 2023",,2023-12-12
5731,US,CNN,Pro Israel,"MSF in Gaza: It can barely be described as ""living conditions"" here anymore","Dec 12, 2023",,2023-12-12
5732,US,CNN,Pro Israel,Zara pulls controversial ad campaign that critics said evoked Gaza war,"Dec 12, 2023",,2023-12-12
5733,US,CNN,Pro Israel,"Bloody diarrhea, jaundice, hepatitis: Thousands fall ill in war-ravaged Gaza amid spike in infectious diseases","Dec 12, 2023",,2023-12-12
5734,US,CNN,Pro Israel,Pakistani armed forces suffer deadliest attack this year,"Dec 12, 2023",,2023-12-12
5735,US,CNN,Pro Israel,Video shows Israeli soldiers fighting in Gaza for 'last Hamas strongholds',"Dec 12, 2023",,2023-12-12
5736,US,CNN,Pro Israel,"This war goes to show that Netanyahu has failed, says outgoing Israeli Labor leader","Dec 12, 2023",,2023-12-12
5737,US,CNN,Pro Israel,"Palestinian Authority in Ramallah will be driven out 'one way or another', says its former foreign minister","Dec 12, 2023",,2023-12-12
5738,US,CNN,Pro Israel,Qatar sent millions to Gaza for years  with Israels backing. Heres what we know about the controversial deal,"Dec 12, 2023",,2023-12-12
5739,US,CNN,Pro Israel,"Prominent Gaza professor and writer killed in airstrike, weeks after telling CNN he and his family had nowhere else to go","Dec 12, 2023",,2023-12-12
5740,US,CNN,Pro Israel,Qatari PM says death and destruction in Gaza could radicalize a generation,"Dec 12, 2023",,2023-12-12
5741,US,CNN,Pro Israel,"December 11, 2023 Israel-Hamas war","Dec 12, 2023",,2023-12-12
5742,US,CNN,Pro Israel,Biden pledges Israel support at Hanukkah event but delivers warning on public opinion,"Dec 12, 2023",,2023-12-12
5743,US,CNN,Pro Israel,This is how Israel enabled Qatar to send millions to Gaza,"Dec 12, 2023",,2023-12-12
5744,US,CNN,Pro Israel,Israel dropped leaflets into Gaza with cryptic verse from Quran,"Dec 11, 2023",,2023-12-11
5745,US,CNN,Pro Israel,Biden officials hold lengthy meeting with Jewish officials on surge in antisemitism,"Dec 11, 2023",,2023-12-11
5746,US,CNN,Pro Israel,Qatar says it will continue to fund Gaza,"Dec 11, 2023",,2023-12-11
5747,US,CNN,Pro Israel,Christiane Amanpour speaks to the outgoing leader of the Israeli Labor party about the Israel-Hamas war and what to do.,"Dec 11, 2023",,2023-12-11
5748,US,CNN,Pro Israel,"""End the war as fast as possible"", says fmr. foreign minister for Palestinian Authority","Dec 11, 2023",,2023-12-11
5749,US,CNN,Pro Israel,Harvard University president facing mounting criticism to resign,"Dec 11, 2023",,2023-12-11
5750,US,CNN,Pro Israel,"Opinion: After my grandmothers ordeal in the Holocaust, I have to speak out against sexual violence by Hamas on October 7","Dec 11, 2023",,2023-12-11
5751,US,CNN,Pro Israel,Jordan calls on United States to put more pressure on Israel,"Dec 11, 2023",,2023-12-11
5752,US,CNN,Pro Israel,How Putin is using anti-colonialism to win allies in Africa,"Dec 11, 2023",,2023-12-11
5753,US,CNN,Pro Israel,"Palestinian Ambassador to the UK says we can't discuss ""day after"" in Gaza","Dec 11, 2023",,2023-12-11
5754,US,CNN,Pro Israel,Iranian FM suggests referendum as solution to the Palestinian question,"Dec 11, 2023",,2023-12-11
5755,US,CNN,Pro Israel,"Reports of antisemitism, anti-Arab and anti-Muslim bias continue to surge across the US, new data shows","Dec 11, 2023",,2023-12-11
5756,US,CNN,Pro Israel,"How reports of hate crimes in the US were already at record highs, in 4 charts","Dec 11, 2023",,2023-12-11
5757,US,CNN,Pro Israel,Journalist injured by Israeli shells pays tribute to his colleague who was killed,"Dec 11, 2023",,2023-12-11
5758,US,CNN,Pro Israel,"What's needed is a 'new chapter' for the region and for Israel, says Israeli entrepreneur","Dec 11, 2023",,2023-12-11
5759,US,CNN,Pro Israel,"Freed hostages mark Hanukkah: ""Thank you for returning us""","Dec 11, 2023",,2023-12-11
5760,US,CNN,Pro Israel,"Israel says ""ready"" to take action if others don't curb Houthi rebel attacks on shipping","Dec 11, 2023",,2023-12-11
5761,US,CNN,Pro Israel,"December 10, 2023 Israel-Hamas war","Dec 11, 2023",,2023-12-11
5762,US,CNN,Pro Israel,Viral video of USC professor's encounter with pro-Palestinian students sparks controversy,"Dec 11, 2023",,2023-12-11
5763,US,CNN,Pro Israel,Egypts president expected to secure third term as the worlds eyes are fixed on Gaza,"Dec 10, 2023",,2023-12-10
5764,US,CNN,Pro Israel,Tapper asks Blinken why international community slow to address sexual violence by Hamas,"Dec 10, 2023",,2023-12-10
5765,US,CNN,Pro Israel,Thousands rally again in Tel Aviv for release of hostages,"Dec 10, 2023",,2023-12-10
5766,US,CNN,Pro Israel,"The West lacks 'guts and the moral courage' to oppose Israeli govt., says Middle East expert","Dec 10, 2023",,2023-12-10
5767,US,CNN,Pro Israel,Blinken calls sexual violence inflicted by Hamas beyond anything Ive seen,"Dec 10, 2023",,2023-12-10
5768,US,CNN,Pro Israel,This year's Doha Forum focuses on the Israel-Hamas war,"Dec 10, 2023",,2023-12-10
5769,US,CNN,Pro Israel,Nobel Peace Prize winner vows Iranian people will dismantle despotism in speech delivered by her children,"Dec 10, 2023",,2023-12-10
5770,US,CNN,Pro Israel,"Israel ready to act against Houthi rebels if international community fails to, national security adviser says","Dec 10, 2023",,2023-12-10
5771,US,CNN,Pro Israel,Complaint says Muslim Arab American teacher was discriminated against after put on leave over pro-Palestinian phrase in email,"Dec 10, 2023",,2023-12-10
5772,US,CNN,Pro Israel,"Israeli-Turkish diplomatic relations strained over war in Gaza, but commercial ties remain","Dec 10, 2023",,2023-12-10
5773,US,CNN,Pro Israel,Charting a path to recovery for former Israeli hostages,"Dec 10, 2023",,2023-12-10
5774,US,CNN,Pro Israel,U.S. State Dept. works around Congress to deliver munitions to Israel,"Dec 10, 2023",,2023-12-10
5775,US,CNN,Pro Israel,"December 9, 2023 Israel-Hamas war","Dec 10, 2023",,2023-12-10
5776,US,CNN,Pro Israel,'They keep bombing us': Child describes life in Gaza as humanitarian crisis worsens,"Dec 10, 2023",,2023-12-10
5777,US,CNN,Pro Israel,"In the line of fire: The crucial, neutral role the Red Cross plays in conflicts","Dec 10, 2023",,2023-12-10
5778,US,CNN,Pro Israel,State Department bypasses Congress to send thousands of munitions to Israel,"Dec 9, 2023",,2023-12-09
5779,US,CNN,Pro Israel,World Food Programme official describes conditions in Gaza,"Dec 9, 2023",,2023-12-09
5780,US,CNN,Pro Israel,U.S. vetoes Gaza U.N. ceasefire resolution,"Dec 9, 2023",,2023-12-09
5781,US,CNN,Pro Israel,Images from Gaza show Israeli soldiers detaining dozens of men stripped to underwear,"Dec 9, 2023",,2023-12-09
5782,US,CNN,Pro Israel,"Fighting continues in Khan Younis in southern Gaza, Israeli military says","Dec 9, 2023",,2023-12-09
5783,US,CNN,Pro Israel,"December 8, 2023 Israel-Hamas war","Dec 9, 2023",,2023-12-09
5784,US,CNN,Pro Israel,Alarming stats show reality of Palestinians detained by Israel,"Dec 9, 2023",,2023-12-09
5785,US,CNN,Pro Israel,"Israeli tank fire killed Reuters journalist in October attack, CNN analysis suggests","Dec 9, 2023",,2023-12-09
